"name","financial_impact","probability","age","employees","annual_revenue","corax_score","vulnerabilities","threats_to_industry","pagerank","max_records","asset_count","asset_locations"
"Air Products and Chemicals",11209066,0.565173,78,10950,9524400000,435,7,NULL,0.000000682982,140431020,46,7
"AIXTRON SE",954843,0.265526,35,705,213929000,734,24,NULL,0.000000682982,2664995,32,NULL
"Levi",786196,0.507769,39,700,200000000,492,NULL,NULL,0.000000682982,2495856,43,4
"Align Technology",1948935,0.619184,21,8720,1473413000,381,NULL,19,0.000000794081,18351941,51,10
"AlixPartners",1174228,0.626023,37,2150,322500000,374,94,12,0.00000175831,4024548,53,7
"ALLDATA",578474,0.36014,32,510,76500000,640,100,NULL,0.000000682982,1040972,26,5
"AutoZone",11319791,0.635691,39,15480,10635676000,364,2125,12,0.000000682982,125988267,55,9
"Allen & Overy",1972434,0.302317,8,6360,1871370000,698,141,20,0.000000794081,21224806,72,5
"Allied Telesis",671129,0.41937,31,910,136500000,581,968,19,0.00000125202,3753745,90,14
"Allison + Partners",478528,0.281588,17,560,84000000,718,11,12,0.000000794081,952965,13,5
"Telefónica",27529151,0.491091,94,90260,56651400000,509,113,31,0.000000682982,1381899632,51,9
"Altair Engineering",851471,0.488267,33,2600,333333000,512,NULL,19,0.000000682982,4159733,49,8
"Altec",833113,0.388902,89,2040,306000000,611,79,NULL,0.000000682982,4215663,36,8
"Altera",2184426,0.523979,35,2240,1783000000,476,25,19,0.000000682982,22206290,53,4
"Digi-Key Electronics",611227,0.267214,46,1300,195000000,733,31,NULL,0.000000682982,2329491,58,7
"Alternative Networks Plc",579714,0.282248,24,280,42000000,718,14,19,0.000000794081,523212,57,3
"Alvarez & Marsal",1359259,0.60385,35,3700,555000000,396,25,12,0.000000682982,6925861,70,10
"CoreXchange",174815,0.433924,12,10,5000000,566,15,19,0.0000911666,33975,11,1
"Ambarella",897715,0.291769,14,706,295402000,708,13,NULL,0.000000682982,3345385,25,8
"TPx Communications",759149,0.576754,20,750,200000000,423,1046,NULL,0.00019952,2491477,163,16
"American Tower",10459458,0.644279,23,3600,6663900000,356,115,17,0.000000682982,182649329,62,8
"Nexcess",543798,0.71898,18,110,35000000,281,12,19,0.000527191,700000,67,12
"Community First Bank",346044,0.422191,109,328,49200000,578,NULL,NULL,0.000000682982,683209,18,5
"Jack Henry & Associates",1785625,0.411672,42,5030,1430000000,588,7,NULL,0.00000118093,17842686,50,8
"AMV BBDO",506747,0.481147,40,550,82500000,519,38,NULL,0.000000682982,2268749,21,3
"AMX",479631,0.50208,36,420,63000000,498,47,19,0.000000682982,784817,60,7
"AngioScore",918737,0.496982,38,670,270823000,503,14,8,0.000000682982,2815576,17,7
"Keysight Technologies",4695577,0.759151,4,6540,2918000000,241,NULL,NULL,0.000000682982,31669641,5175,5
"Anixter",7912104,0.663083,61,8900,7623000000,337,9,NULL,0.000000682982,94551213,194,12
"Ann Summers",550095,0.467557,18,1400,210000000,532,80,12,0.000000682982,2280620,156,5
"Anritsu",985030,0.536665,123,1490,223500000,463,25,NULL,0.000000682982,6704975,39,4
"Anytime Fitness",4160053,0.770892,16,200,1450000000,229,94,NULL,0.000000682982,32619856,154,19
"Satmetrix",296048,0.540821,21,200,35000000,459,133,19,0.000000682982,356735,74,8
"OneNeck IT Solutions",616496,0.370974,25,550,200000000,629,734,NULL,0.0000274453,2491477,171,13
"AOptix Technologies",180328,0.387435,18,51,5000000,613,NULL,17,0.000000682982,87500,6,2
"Associated Press",1967190,0.738947,172,3500,525000000,261,238,NULL,0.000000794081,15749674,99,13
"APCO Worldwide",1024431,0.562398,34,670,200000000,438,74,NULL,0.000000682982,5499984,26,8
"APL",6599463,0.5473,170,5000,4600000000,453,22,12,0.000000682982,77898332,28,4
"ViaWest",654304,0.527758,21,1000,150000000,472,79,NULL,0.0000197364,1868610,194,14
"A-Plan Insurance",635030,0.484441,55,600,90000000,516,7,2,0.000000682982,1123138,33,5
"Apogee",545717,0.558648,NULL,530,79500000,441,107,12,0.000000682982,901914,91,8
"Alain Pinel Realtors",827332,0.285013,NULL,2170,325500000,715,424,1,0.000000682982,3177995,50,7
"arc-on",350353,0.573327,NULL,100,15000000,427,NULL,NULL,0,130322,2,1
"Archant",1147511,0.586305,173,1250,202921000,414,513,NULL,0.000000794081,6087611,57,2
"University of Minnesota",4660534,0.62061,167,21670,3250500000,379,1670,18,0.000000682982,41399657,221,17
"ArcSoft",640156,0.637504,24,400,75000000,362,33,19,0.000000794081,2062499,35,4
"ARC Advisory Group",291601,0.382283,32,100,35000000,618,14,12,0.000000682982,357362,18,7
"ClickDimensions",216619,0.541481,8,180,35000000,459,54,19,0.000000682982,317098,39,8
"Aricent",3548444,0.705685,12,14700,2205000000,294,190,12,0.000000682982,25006239,114,11
"ARM",1897707,0.588921,28,7880,1302000000,411,182,NULL,0.00000250391,16217503,215,17
"Arrowgrass Capital Partners",258622,0.520834,NULL,120,35000000,479,NULL,12,0.000000682982,324015,27,3
"Backstop Solutions Group",361117,0.610402,15,170,35000000,390,5,19,0.000000682982,317655,1077,9
"Art.com",535785,0.561221,20,600,75000000,439,38,19,0.000000682982,934306,53,10
"Arthritis Foundation",769078,0.643739,70,1000,150000000,356,73,27,0.000000682982,1871894,46,14
"Aristotle",364059,0.292833,35,140,35000000,707,NULL,NULL,0.000000682982,356735,49,4
"General Electric",39136047,0.716201,140,97090,122092000000,284,28,20,0.0000010015,940114292,269,26
"Ask.com",498142,0.615715,22,380,57000000,384,NULL,19,0.000000794081,710073,107,8
"IAC Publishing",3782162,0.532387,23,31,3140000000,468,NULL,19,0.000000682982,38814465,12,3
"Mindspark Interactive Network",344755,0.513454,9,120,35000000,487,NULL,19,0.000000682982,700000,41,4
"Aspect Software",1001481,0.598558,45,2090,313500000,401,284,19,0.000000718547,3905373,168,18
"Aspire Public Schools",775222,0.320357,20,998,200000000,680,NULL,18,0.000000682982,2336849,18,5
"AstraZeneca",21433046,0.725736,19,56050,22465000000,274,146,8,0.000000794081,269723242,16711,17
"Atkins",2812665,0.328083,80,18990,2762000000,672,82,NULL,0.000000682982,37579816,136,9
"Atmel",1719644,0.693068,34,5200,1170000000,307,24,NULL,0.000000682982,14573688,41,8
"Microchip Technology",3239458,0.498924,29,9750,3407807000,501,37,19,0.000000682982,42415555,109,9
"ATP",236273,0.639043,45,100,15000000,361,36,19,0.000000682982,152887,91,13
"ATR International",734824,0.49029,20,751,112650000,510,14,12,0.000000682982,1405794,5,1
"AudioCodes",818107,0.534909,24,650,150040000,465,145,31,0.000000682982,4126093,60,2
"ActiveTrail",160488,0.609642,11,30,5000000,390,60,19,0.000000682982,39637,38,1
"AvalonBay Communities",2077321,0.286153,40,1830,2158628000,714,77,1,0.000000682982,23175249,226,7
"RealPage",1215071,0.568745,20,5400,670963000,431,648,19,0.0000010476,8358188,275,12
"AVEVA",926332,0.628384,51,4400,265685000,372,1123,19,0.000000682982,3315550,132,5
"Northern Trust",8117743,0.699775,129,19220,5375300000,300,NULL,NULL,0.000000682982,74481997,39,5
"Aviat Networks",919940,0.568745,11,710,241874000,431,235,17,0.000000682982,6046823,28,5
"Aviva plc",30638669,0.628367,18,30020,61130900000,372,NULL,NULL,0.000000682982,558893264,161,8
"Confirmit",575345,0.530199,22,400,75000000,470,2,19,0.000000682982,935948,90,12
"Avnet",23617185,0.785151,97,15700,17439963000,215,35,NULL,0.000000682982,232152437,134,11
"Expedient",438872,0.309224,16,300,75000000,691,4009,19,0.00000666187,849369,191,10
"Axt",582117,0.603695,32,694,98673000,396,17,NULL,0.000000794081,1229210,15,6
"Baker Tilly UK",826506,0.449895,30,690,200000000,550,48,12,0.000000794081,2545824,16,2
"Bakkavor",2704072,0.39353,32,1750,2234310000,606,NULL,12,0.000000682982,30391945,46,3
"Balderton Capital",115563,0.413893,18,25,5000000,586,37,NULL,0.000000794081,40502,20,4
"Bank of Marin",474048,0.325506,NULL,270,40500000,674,62,12,0.000000682982,468664,25,4
"Bank of the West",4143098,0.642618,144,10500,2620000000,357,28,NULL,0.000000682982,36363535,51,5
"CashEdge",415946,0.283522,19,140,21000000,716,NULL,19,0.00000113978,214041,41,2
"Barbican Centre",391227,0.548247,36,440,66000000,452,NULL,19,0.000000682982,822190,24,4
"Barclays Group",17514673,0.488041,327,119300,25948000000,512,43,NULL,0.00000178239,343166680,157,9
"Baronsmead",53272,0.129675,NULL,5,750000,870,NULL,13,0,5105,7,NULL
"Baxter International",9294638,0.507686,87,47000,10561000000,492,79,8,0.000000949962,118786160,74,12
"Cardinal Health",4765749,0.50171,46,37300,5595000000,498,101,8,0.000000682982,58031816,105,NULL
"bebe Stores",1094661,0.500147,42,2601,393594000,500,262,12,0.000000682982,4701876,36,12
"Benefit Cosmetics",1276385,0.620438,42,3360,504000000,380,51,NULL,0.000000682982,6020742,80,13
"Codero Hosting",368915,0.606282,NULL,60,35000000,394,131,19,0.000000682982,317098,81,7
"GPI Europe",712095,0.156461,NULL,660,99000000,844,74,NULL,0.000000682982,1224672,6,NULL
"Bentek",610794,0.187327,33,120,35000000,813,NULL,NULL,0.000000682982,389669,13,3
"InMotion Hosting",304333,0.32985,17,240,35000000,670,322,19,0.00131758,317098,206,8
"Bespak",643533,0.503286,20,450,75000000,497,19,8,0,779732,13,NULL
"BevMo!",822138,0.504505,24,1040,156000000,495,7,12,0.000000794081,2122763,8,6
"The Blackstone Group",7029246,0.551512,33,2810,7119000000,448,1,64,0.000000794081,90276012,50,6
"SocketLabs",110950,0.613339,11,15,5000000,387,34,19,0.000000825242,33975,41,8
"blinkx",323240,0.472751,NULL,180,27000000,527,NULL,19,0.000000682982,244618,47,7
"Blue",795120,0.36231,106,1250,187500000,638,41,12,0.000000682982,2443523,20,2
"BioMarin Pharmaceutical",2340203,0.651474,21,2581,1313646000,349,58,NULL,0.000000682982,16362526,38,10
"Apple",49180155,0.754677,42,123000,229234000000,245,101,NULL,0.0000154528,1829556116,540,16
"Tradeweb",620072,0.372386,19,703,105450000,628,21,NULL,0.000000682982,1220263,39,NULL
"Bottomline Technologies",848280,0.764501,29,4760,349412000,235,178,19,0.000000682982,4352733,260,16
"BP",31944388,0.60024,148,74000,244582000000,400,323,NULL,0.0000017884,917256954,266,14
"BPP",690420,0.326761,42,1782,267300000,673,203,18,0.000000682982,3123191,84,7
"Apollo Education Group",2159920,0.301554,45,44000,2101850000,698,60,18,0.00000079679,24550471,66,9
"Branders.com",395541,0.409177,19,300,35000000,591,10,NULL,0.000000682982,357362,23,7
"Bravura Solutions",699796,0.474735,14,900,200000000,525,NULL,NULL,0.00000178239,2268960,30,5
"Bridgelux",249117,0.34522,16,150,22500000,655,67,NULL,0.000000794081,206652,21,5
"BrightEdge",454569,0.760774,11,420,75000000,239,205,19,0.000000682982,849369,66,8
"A Small Orange",137786,0.671976,14,30,4500000,328,353,19,0.00000295915,35674,62,9
"Multacom",369163,0.144834,21,20,5000000,855,622,NULL,0.0000124864,100000,28,2
"Brocade",5109641,0.846638,22,5960,2345610000,153,41,19,0.000000682982,29259536,246,13
"Bromium",249987,0.575459,7,150,35000000,425,6,19,0.000000682982,317098,23,7
"Bupa",18158603,0.779291,71,19410,16211200000,221,9,10,0.000000682982,189932398,253,22
"Black & Veatch",2200343,0.468467,103,9220,1383000000,532,8,1,0.000000682982,20527028,49,8
"Atlantic.Net",407669,0.490325,24,90,35000000,510,227,19,0.00000308533,356735,50,7
"Avature",657294,0.513977,14,520,75000000,486,NULL,19,0.00000329925,849369,97,7
"BVCA",622011,0.18022,35,60,35000000,820,NULL,NULL,0,364517,10,1
"Bessemer Venture Partners",172475,0.570264,107,140,35000000,430,77,NULL,0.000000682982,405019,40,7
"Cabrillo College",523813,0.477041,59,75,35000000,523,44,18,0.000000794081,334595,29,2
"CACI",5031561,0.583962,56,800,4350000000,416,21,28,0.000000682982,54208116,66,4
"CallidusCloud",1059937,0.701697,22,1270,253091000,298,169,19,0.000000682982,3152846,137,16
"Calpine",9285687,0.572578,34,2290,8752000000,427,NULL,7,0.000000682982,109895841,28,5
"Wipro",9615035,0.639465,73,176850,8360000000,361,115,NULL,0.000000682982,103783649,134,14
"CalSTRS",751826,0.357696,105,790,118500000,642,4,67,0.00000175831,1305126,22,2
"Calypso Technology",550021,0.573803,21,700,105000000,426,61,19,0.000000794081,1310327,21,8
"Cambian Group",887136,0.326055,15,2250,337500000,674,400,10,0.000000682982,3189785,38,4
"Canary Wharf Group plc",596750,0.21297,17,454,75000000,787,NULL,1,0.000000682982,732262,19,1
"Capita",6559883,0.624011,34,22830,5131370000,376,35,12,0.000000794081,63909828,84,5
"Capital One",26081822,0.673996,30,47070,27237000000,326,107,NULL,0.00000311529,328620291,204,23
"Acxiom",2035327,0.697822,49,4890,880247000,302,7,19,0.000000794081,10964972,88,12
"Digital Realty",1185854,0.705867,13,1345,201750000,294,80,NULL,0.000000682982,5043735,16,NULL
"Sapient",2058107,0.401918,28,12000,1800000000,598,986,12,0.00000153654,22457312,104,12
"Care UK",1219451,0.344998,36,3421,513150000,655,454,10,0.000000682982,5334820,35,NULL
"CarShop",336816,0.282127,19,360,54000000,718,46,NULL,0.000000682982,668003,37,4
"XL Catlin",7436293,0.390804,20,7400,10546000000,609,14,2,0.000000682982,130519967,62,8
"Caxton FX",329766,0.390945,16,100,35000000,609,NULL,19,0.000000682982,324015,30,4
"CB Insights",328239,0.568455,8,200,35000000,432,14,12,0.000000682982,317655,45,8
"Constellation Brands",25761403,0.959814,73,3980,7330000000,40,12,NULL,0.000000682982,99342813,110,10
"Vin65",334937,0.492439,16,90,35000000,508,NULL,19,0.00000385064,317098,36,6
"City College of San Francisco",1090487,0.510511,83,2320,348000000,489,123,18,0.000000682982,4435737,27,8
"Weebly",638583,0.806132,11,430,64500000,194,NULL,19,0.000940867,730458,26,5
"Cedexis",430021,0.511245,9,60,35000000,489,NULL,19,0.000000682982,317098,43,12
"Cellcrypt",172661,0.509607,13,19,5000000,490,5,31,0.000000682982,87500,32,5
"Centaur Media",700365,0.651074,37,560,110669000,349,6,12,0.000000682982,1381072,45,5
"Cepheid",797600,0.480942,22,1490,223500000,519,62,19,0.000000682982,2784224,40,5
"QuestionPro",533508,0.542318,16,250,35000000,458,8,19,0.000162527,357362,58,5
"iCIMS",912825,0.848246,19,800,200000000,152,NULL,19,0.00332786,2264979,198,15
"Ceridian",1948414,0.781748,26,4410,661500000,218,158,28,0.00000175831,8254797,139,19
"Challenge Dairy",517171,0.530346,107,120,35000000,470,7,NULL,0.000000682982,432965,14,3
"ChargePoint",662843,0.749559,11,440,75000000,250,16,NULL,0.000000682982,1874999,52,13
"Chemring Group",1899259,0.197342,113,2848,1146740000,803,NULL,28,0.00000125202,15582563,15,NULL
"Chime Communications Plc",626282,0.425285,29,660,99000000,575,21,NULL,0.000000682982,2722498,19,1
"Choice Hotels International",2276525,0.716106,77,1987,1007356000,284,34,1,0.000000682982,12033104,60,6
"Christie's",1043724,0.495966,NULL,2790,418500000,504,22,NULL,0.000000682982,4544905,42,8
"C.H. Robinson",14957778,0.343518,113,15074,14869380000,656,2413,12,0.000000967502,248103248,148,8
"Chronicle Books",651333,0.70147,51,290,75000000,299,134,12,0.000000682982,1020560,25,4
"Community Health Systems",17088674,0.588339,33,120000,18000000000,412,33,NULL,0.000000794081,209953354,60,7
"Ciena",6001004,0.736765,26,2600,2600573000,263,24,31,0.000000794081,71479505,107,13
"CIGNEX Datamatics",572870,0.620037,18,430,64500000,380,55,19,0.000000682982,730458,36,7
"Birch Communications",1025083,0.38376,22,1000,200000000,616,236,31,0.000000682982,5499984,148,12
"Cineworld Cinemas",2032613,0.58962,23,1380,1096600000,410,7,NULL,0.000000682982,13098960,33,4
"F5 Networks",2710360,0.543804,22,4460,1995034000,456,39,NULL,0.000000682982,24845566,63,10
"Cirtec Medical",425223,0.289769,9,240,35000000,710,81,8,0.000000682982,264636,46,4
"New Edge Networks",32530,0.373959,19,6,900000,626,1,35,0.000000794081,7147,24,3
"Cisco",53074358,0.934317,34,85500,48005000000,66,3517,19,0.000012207,512378578,1971,51
"Close Brothers",1639217,0.209054,140,3000,942579000,791,72,NULL,0.00000178239,13088116,29,1
"Cloudera",915739,0.827714,10,1650,247500000,172,648,19,0.000000794081,2802907,87,14
"Wave Broadband",484355,0.359538,15,780,117000000,640,5778,17,0.00000274101,2924997,221,16
"Jobvite",231077,0.482761,12,180,35000000,517,44,19,0.00000098647,317098,80,10
"Regus",3041555,0.524531,29,8790,2896070000,475,717,1,0.00000178841,31083816,624,11
"Coats Group plc",1920031,0.444373,263,20000,1510300000,556,40,NULL,0.000000682982,19679101,69,6
"Cognizant",11568259,0.624755,24,261400,14810000000,375,1156,NULL,0.00000175831,181837209,305,28
"Colart",375659,0.318043,20,420,75000000,682,146,19,0.000000682982,934306,61,6
"CollabNet",300237,0.626399,19,280,75000000,374,255,19,0.00000204394,849369,260,16
"Colliers International",2894320,0.633395,120,15120,2268000000,367,3796,1,0.00000125202,31482112,392,25
"Colt Technology",2518564,0.486881,26,4040,2062450000,513,219,19,0.0000681297,28055792,180,3
"CompuCom",1816841,0.342426,31,10030,1504500000,658,510,12,0.00000175831,18771945,116,11
"Cond",391832,0.713527,109,130,19500000,286,NULL,NULL,0.000000682982,487500,27,4
"Conifer Financial Services",1484940,0.399352,32,6140,921000000,601,140,12,0.000000682982,11722811,110,17
"Smarsh",287604,0.823607,17,270,35000000,176,96,19,0.000000682982,356735,76,13
"Consensus Orthopedics",148502,0.348061,26,42,5000000,652,NULL,8,0.000000682982,37805,10,5
"Cooley",1104970,0.508777,98,2220,333000000,491,8,20,0.000000794081,4533358,52,10
"Acronis",828740,0.619188,15,850,200000000,381,69,19,0.000000872662,2264979,235,19
"Cooper Tire & Rubber",3017351,0.201669,104,2200,2920000000,798,252,20,0,43318303,73,6
"Logicalis",2040700,0.373133,21,1440,1920780000,627,274,NULL,0.000000682982,23921350,133,8
"Corporate Synergies",397575,0.452878,15,300,35000000,547,5,13,0.000000682982,357362,19,7
"Inphi",880741,0.383929,18,500,348201000,616,NULL,NULL,0.000000794081,3943316,10,2
"Coutts",827637,0.389892,NULL,2760,414000000,610,NULL,NULL,0.000000682982,4790731,19,3
"Crane Pest Control",209609,0.40822,88,31,4650000,592,NULL,14,0.000000682982,48046,8,2
"Cray",905426,0.727362,46,1273,392509000,273,65,19,0.000000682982,4889594,64,8
"CRC Health Group",604066,0.414526,23,710,106500000,585,402,10,0.000000682982,1272263,26,4
"Credit Karma",1205567,0.695315,11,820,200000000,305,NULL,19,0.000000794081,4999985,23,6
"Creston plc",365414,0.500101,NULL,100,15000000,500,14,NULL,0.000000682982,300000,24,5
"Data Recognition",830564,0.626099,40,650,200000000,374,5,12,0.000000682982,2495856,47,7
"S&P Global",8754921,0.711534,130,20400,6063000000,288,35,NULL,0.0000227249,83961625,92,17
"McGrawHill Education",1550613,0.571366,130,5690,853500000,429,240,18,0.000000794081,10878533,381,19
"Charles Taylor Plc",676072,0.527496,NULL,712,106800000,473,91,13,0.000000682982,1211627,37,2
"Cummins",15996874,0.542669,99,29680,20428000000,457,38,NULL,0.000000682982,294096423,130,12
"Sucuri",286030,0.396159,9,80,12000000,604,7,19,0.0141694,108719,17,5
"Cutera",650835,0.204675,20,460,151493000,795,21,8,0.000000682982,1574983,13,4
"Cypress Semiconductor",3207199,0.72655,36,4080,2327771000,273,160,NULL,0.000000682982,28986249,143,13
"DreamHost",412034,0.845277,21,180,35000000,155,1082,19,0.00689472,356735,789,34
"Cytokinetics",162578,0.43433,21,137,13368000,566,5,NULL,0.000000794081,136252,18,4
"Cytora",176053,0.50434,4,40,5000000,496,6,19,0.000000682982,39637,14,6
"CytoSport",319669,0.490669,30,237,35550000,509,6,NULL,0.000000794081,439769,15,3
"Daegis",345747,0.497986,38,76,11400000,502,28,19,0,116194,13,4
"Damovo",394542,0.367466,17,500,75000000,633,151,31,0.000000682982,1874999,92,4
"Autodesk",2793443,0.724184,36,9530,2056000000,276,2852,NULL,0.000000682982,25604344,2094,22
